col_name,feature_importance_vals
apache_2_diagnosis,0.01988025485873357
paired_apache_post_operative_cirrhosis,0.01961765032906738
hospital_admit_source,0.019565801093565583
wbc_apache,0.019422418067355608
glucose_apache,0.01937044830829723
d1_bilirubin_min,0.018739328610709097
h1_temp_min,0.018726695752744688
h1_pao2fio2ratio_max,0.018670762669522736
d1_potassium_min,0.018647240687219787
d1_arterial_pco2_max,0.018487527955008007
paco2_apache,0.01796578915968466
h1_inr_max,0.017915033962975786
resprate_apache,0.017900322968746725
d1_spo2_max,0.016784601926828492
paired_ventilated_apache_immunosuppression,0.016530246454251125
paired_ventilated_apache_solid_tumor_with_metastasis,0.015947196843912936
d1_arterial_po2_max_na,0.015723029820865993
arf_apache,0.015598285224957828
paired_gender_icu_stay_type_apache_2_bodysystem,0.015551877046572059
paired_gender_icu_admit_source,0.015536273700480682
d1_platelets_max,0.01526983160163904
d1_potassium_max_na,0.015187588379332774
d1_wbc_max,0.014897407001016747
d1_mbp_noninvasive_min,0.014743268573667017
urineoutput_apache_na,0.01472577272534818
paired_ethnicity_apache_3j_bodysystem_apache_2_bodysystem,0.014719498999277873
paired_intubated_apache_hepatic_failure,0.014567436842207094
d1_bilirubin_max,0.014553463249465345
h1_temp_max,0.01428165586215213
paired_elective_surgery_lymphoma,0.013865865497481419
creatinine_apache,0.013436898770518537
d1_glucose_max,0.013353778344519496
d1_potassium_min_na,0.013140666791348
paired_hospital_admit_source_icu_type,0.012953687730532194
h1_wbc_max,0.012853940790976948
h1_mbp_min,0.012837653724478629
paired_gender_hospital_admit_source_icu_admit_source,0.012664721241627921
ph_apache,0.012516082088646486
paired_gcs_unable_apache_solid_tumor_with_metastasis,0.01188554069027714
bun_apache,0.011824094096204902
h1_inr_min,0.01171135140122187
h1_diasbp_invasive_min,0.011569372550845686
paco2_for_ph_apache,0.011205317182228761
paired_elective_surgery_gcs_unable_apache,0.011143026751407223
d1_arterial_po2_min,0.011018347712212861
paired_icu_type_apache_2_bodysystem,0.01099380761486905
h1_lactate_min,0.01088033995213744
d1_calcium_min,0.010758276043735618
d1_arterial_ph_min_na,0.01053203618829125
paired_gender_apache_2_bodysystem,0.010272545743403727
paired_elective_surgery_solid_tumor_with_metastasis,0.010066398066325002
ventilated_apache,0.009547678306027194
bilirubin_apache,0.00949637791498241
icu_type,0.009423077565116095
d1_bilirubin_min_na,0.009418545755484998
d1_arterial_po2_max,0.009349546409382856
d1_hematocrit_min,0.009336596451743659
paired_hospital_admit_source_icu_admit_source,0.009331174262148991
paired_readmission_status_gcs_unable_apache,0.009306659690060929
paired_gender_apache_3j_bodysystem,0.009231037674462775
d1_creatinine_max_na,0.009195196109215398
albumin_apache,0.00919201979929748
h1_glucose_min,0.00885304897754857
paired_icu_admit_source_icu_type,0.008756699573763483
d1_creatinine_min,0.00855440126848695
d1_calcium_max,0.008512522399213233
h1_wbc_min,0.00849683066825854
paired_icu_stay_type_apache_2_bodysystem,0.00843456917255263
sodium_apache,0.00840815338943649
h1_sysbp_invasive_min,0.008398558561951283
paired_gcs_unable_apache_diabetes_mellitus,0.008363027987691157
paired_apache_post_operative_immunosuppression,0.008355258471810217
creatinine_apache_na,0.008343562035389414
paired_ventilated_apache_hepatic_failure,0.008324558405872333
height,0.008290647791955739
paired_icu_type_apache_3j_bodysystem,0.008046851483759228
h1_lactate_max,0.00803137706609554
h1_sodium_min,0.007969199900641627
h1_glucose_max,0.007895116211579753
h1_spo2_min,0.007776458600063047
paired_gcs_unable_apache_immunosuppression,0.007722643840253801
d1_creatinine_min_na,0.007704311717578517
hematocrit_apache,0.007641516962776989
d1_diasbp_invasive_min,0.0076248668640964985
d1_diasbp_noninvasive_min,0.007543260810229734
paired_diabetes_mellitus_solid_tumor_with_metastasis,0.007447502102422408
paired_arf_apache_diabetes_mellitus,0.007384709369351289
d1_mbp_max,0.00730004079580618
paired_gcs_unable_apache_cirrhosis,0.007280636535480509
h1_sysbp_noninvasive_max,0.007205515612607444
d1_wbc_min_na,0.007186352879263046
h1_arterial_po2_max,0.007036333572760028
d1_inr_max,0.006988392355269437
h1_hematocrit_min,0.0069848810019418695
apache_3j_bodysystem,0.00691229645051315
h1_diasbp_max,0.006888178570692565
paired_cirrhosis_solid_tumor_with_metastasis,0.0068651785547032395
h1_diasbp_invasive_max,0.006713796675855765
d1_sysbp_invasive_max_na,0.00659689101852941
h1_arterial_pco2_min,0.006593738514241421
d1_mbp_invasive_max_na,0.006593117859448086
h1_bun_min,0.006539173655565962
d1_diasbp_invasive_max,0.006455217691105663
d1_wbc_max_na,0.006404925558907317
h1_platelets_max,0.006384416007865196
paired_gender_icu_admit_source_icu_stay_type,0.006320878188080997
d1_mbp_invasive_min_na,0.006274198310976543
d1_sysbp_invasive_min,0.006169193367828396
paired_ethnicity_apache_3j_bodysystem,0.006160110711995013
paired_gcs_unable_apache_intubated_apache,0.00604697544979688
d1_sodium_min,0.006044542353618228
paired_ventilated_apache_diabetes_mellitus,0.005992625860660312
paired_arf_apache_intubated_apache,0.005915595991041977
d1_diasbp_max,0.005818366879045405
paired_elective_surgery_hepatic_failure,0.005518128133723516
paired_icu_admit_source_apache_3j_bodysystem_apache_2_bodysystem,0.005516467732460315
h1_creatinine_min,0.005488976282536424
d1_hemaglobin_min,0.00544475363566526
paired_gender_hospital_admit_source,0.005421675275119439
h1_hemaglobin_min,0.005385344545767838
h1_hemaglobin_max,0.005366044117342724
h1_sysbp_noninvasive_min,0.005254273552764787
h1_hematocrit_max,0.005239415428275201
paired_elective_surgery_aids,0.005166453197248125
d1_mbp_invasive_min,0.00515675165393593
paired_aids_hepatic_failure,0.005124677845352378
paired_ethnicity_apache_2_bodysystem,0.005074057624763908
paired_elective_surgery_intubated_apache,0.004963958672544701
paired_immunosuppression_solid_tumor_with_metastasis,0.004928941326870363
height_na,0.004765917337963572
h1_bilirubin_min,0.004712599050145995
paired_gender_icu_stay_type_apache_3j_bodysystem,0.004699436915265224
paired_aids_solid_tumor_with_metastasis,0.0046975494092191105
h1_diasbp_noninvasive_max,0.004657253175185603
d1_diasbp_min,0.004653024339006419
h1_hco3_min,0.004607024793109145
d1_mbp_invasive_max,0.004534763344149072
h1_mbp_noninvasive_min,0.004463701379274447
paired_leukemia_solid_tumor_with_metastasis,0.004447279272979166
h1_resprate_max,0.004441845654336086
paired_gender_icu_stay_type_icu_type,0.004382824536277098
paired_apache_post_operative_diabetes_mellitus,0.004345861843873313
paired_hospital_admit_source_apache_2_bodysystem,0.004300247553300247
d1_hematocrit_max,0.004293756053730915
h1_platelets_min,0.004272543493352239
icu_type_is_cardiac,0.004250580425712316
h1_sysbp_max,0.004235797309732926
paired_elective_surgery_leukemia,0.004198518975140412
wbc_apache_na,0.0041734390525792284
paired_intubated_apache_diabetes_mellitus,0.004116338384006917
h1_diasbp_min,0.004111287010430814
h1_mbp_noninvasive_max,0.004067965477883708
paired_ethnicity_gender_hospital_admit_source,0.0040368040807885735
d1_calcium_min_na,0.004034552869484085
paired_elective_surgery_diabetes_mellitus,0.00402362574924199
glucose_apache_na,0.003998216487664071
paired_apache_post_operative_arf_apache,0.003989900203886609
paired_gender_icu_admit_source_icu_type,0.003962423776286546
d1_platelets_min_na,0.00394414528645879
paired_icu_stay_type_apache_3j_bodysystem,0.0038774243140931317
paired_intubated_apache_ventilated_apache,0.0038584271766333974
h1_arterial_ph_max,0.003835525423678582
paired_ethnicity_gender,0.0036910228235387116
d1_hematocrit_max_na,0.00366838652021616
h1_spo2_max,0.003661122018084865
paired_gender_icu_admit_source_apache_3j_bodysystem,0.00365270890231319
h1_diasbp_noninvasive_min,0.00355014550649284
d1_potassium_max,0.0035457755308245854
paired_cirrhosis_diabetes_mellitus,0.0035325025559385993
paired_gender_apache_3j_bodysystem_apache_2_bodysystem,0.003529728007288104
h1_mbp_invasive_max,0.0035056420313752555
h1_bun_max,0.003496434033253578
bilirubin_apache_na,0.003478905201603284
h1_pao2fio2ratio_min,0.0034724682866350684
paired_intubated_apache_cirrhosis,0.00344551975586925
d1_inr_min,0.003418952154899377
h1_albumin_max,0.003301594390626319
d1_hematocrit_min_na,0.0032776835666305506
h1_creatinine_max,0.003269948486308793
d1_diasbp_noninvasive_max,0.0032439884149831695
h1_arterial_pco2_max,0.0031896323263566357
paired_intubated_apache_immunosuppression,0.0031724627615010077
paired_ventilated_apache_leukemia,0.003119491672302782
paired_gender_icu_type_apache_3j_bodysystem,0.003034751841869635
paired_diabetes_mellitus_immunosuppression,0.002995217192890633
paired_arf_apache_gcs_unable_apache,0.0029944980224910728
bmi_na,0.002990659641358505
paired_icu_admit_source_icu_type_apache_2_bodysystem,0.002978132051164902
paired_arf_apache_hepatic_failure,0.0029077656590510465
intubated_apache,0.002857733694845178
paired_hospital_admit_source_icu_stay_type,0.0028547387794188865
paired_apache_post_operative_intubated_apache,0.002846198563310335
h1_bilirubin_max,0.0028320964180405844
h1_albumin_min,0.0028297090448106354
d1_arterial_po2_min_na,0.0028226565985782054
h1_mbp_max,0.002810889364108069
h1_temp_max_na,0.002796071786318505
d1_hemaglobin_max_na,0.002769425064041686
paired_diabetes_mellitus_leukemia,0.002767626583856817
d1_temp_min_na,0.0026676386831659647
paired_hospital_admit_source_icu_stay_type_icu_type,0.0025563190596798522
paired_gcs_unable_apache_aids,0.002542770133361299
d1_mbp_noninvasive_max,0.0025426983614354197
paired_intubated_apache_lymphoma,0.002497463791800109
paired_hepatic_failure_leukemia,0.0024967269641593603
paired_immunosuppression_leukemia,0.002495158407190028
d1_arterial_pco2_min_na,0.0024749220705648617
paired_icu_admit_source_icu_type_apache_3j_bodysystem,0.0024206902648100754
h1_potassium_max,0.00242008126464127
paired_gender_icu_type,0.002349134012307274
h1_calcium_max,0.00229539279279361
d1_lactate_min_na,0.0022675592475613813
d1_albumin_min_na,0.0022511479434119343
d1_bun_max_na,0.0022382391088548396
paired_hospital_admit_source_icu_admit_source_apache_2_bodysystem,0.002222013190268514
d1_calcium_max_na,0.002188580498735259
paired_hospital_admit_source_apache_3j_bodysystem_apache_2_bodysystem,0.0021824631378901047
d1_hco3_min_na,0.0021823619920676566
paired_apache_post_operative_lymphoma,0.002151782953600392
albumin_apache_na,0.0021362653506429765
paired_intubated_apache_leukemia,0.002111809684682193
paired_arf_apache_ventilated_apache,0.0021077106350342717
paired_apache_post_operative_hepatic_failure,0.0021048252604760494
paired_ethnicity_icu_stay_type,0.0020978033644499833
h1_potassium_min,0.00207755969742703
paired_lymphoma_solid_tumor_with_metastasis,0.0020681391487422213
paired_ethnicity_gender_icu_admit_source,0.002006741555148397
gender,0.001993907158902717
paired_cirrhosis_hepatic_failure,0.0019746040047620254
paired_gender_icu_stay_type,0.0019594797795571884
paired_icu_admit_source_icu_stay_type,0.0019574742350316533
ethnicity,0.0019257485382988466
d1_albumin_max_na,0.0018994416339530346
leukemia,0.0018774689201250503
d1_diasbp_invasive_max_na,0.0018760532923087004
paired_gcs_unable_apache_hepatic_failure,0.0018055958395613398
paired_ethnicity_gender_icu_stay_type,0.001794546345195288
d1_sodium_min_na,0.001765792110825154
d1_sysbp_invasive_min_na,0.0017121714045835535
paired_ventilated_apache_cirrhosis,0.0016963674832658727
paired_arf_apache_leukemia,0.00168839221282461
paired_icu_stay_type_icu_type,0.0016742389561685592
h1_calcium_min,0.0016676027575712488
paired_gender_hospital_admit_source_apache_3j_bodysystem,0.0016513635539726426
paired_intubated_apache_solid_tumor_with_metastasis,0.0016448205460641012
h1_pao2fio2ratio_min_na,0.0016391821708660577
paired_gcs_unable_apache_lymphoma,0.0016323750284450848
paired_ethnicity_gender_apache_2_bodysystem,0.0016317514125038122
paired_cirrhosis_immunosuppression,0.0016307522058910775
paired_arf_apache_immunosuppression,0.0016268639912382767
paired_intubated_apache_aids,0.0016247667915764432
d1_sysbp_max_na,0.0016186635822914189
paco2_for_ph_apache_na,0.0016076694325055242
d1_lactate_max_na,0.0015717092335176307
paired_icu_stay_type_apache_3j_bodysystem_apache_2_bodysystem,0.0015533285601916837
paired_readmission_status_immunosuppression,0.001455900560329578
d1_diasbp_max_na,0.0014429644568899895
d1_sysbp_min_na,0.0013947435603116863
paired_gender_icu_type_apache_2_bodysystem,0.0013863491329758895
paired_icu_admit_source_icu_stay_type_apache_3j_bodysystem,0.0013030355466421778
paired_leukemia_lymphoma,0.0012953156588571084
d1_arterial_ph_max_na,0.0012933650991182617
h1_sodium_max,0.0012907366580111098
paired_ethnicity_gender_apache_3j_bodysystem,0.0012594570641579084
paired_apache_post_operative_solid_tumor_with_metastasis,0.0012516111411073607
paired_ethnicity_hospital_admit_source_icu_stay_type,0.0011905310412766745
paired_ethnicity_icu_admit_source,0.001187676063761038
paired_icu_stay_type_icu_type_apache_3j_bodysystem,0.0011753256892906468
d1_glucose_max_na,0.0011653499937427454
paired_arf_apache_cirrhosis,0.0011345019667671462
paired_cirrhosis_lymphoma,0.0011169409525056372
paired_apache_post_operative_leukemia,0.0010905265417477876
paired_elective_surgery_arf_apache,0.0010730651680349755
paired_arf_apache_solid_tumor_with_metastasis,0.0010532848469669166
immunosuppression,0.0010119406098305387
paired_hospital_admit_source_icu_stay_type_apache_3j_bodysystem,0.0009743894983417238
paired_aids_cirrhosis,0.0009555653218571087
d1_glucose_min_na,0.0009522441671815084
paired_cirrhosis_leukemia,0.0009393173760458435
temp_apache_na,0.0009278810163321944
paired_diabetes_mellitus_lymphoma,0.0008942076717419016
h1_hco3_max,0.0008902798231930233
icu_stay_type,0.0008888264099064241
paired_icu_admit_source_icu_stay_type_icu_type,0.0008812224761000551
paired_immunosuppression_lymphoma,0.0008787554235658955
paired_aids_immunosuppression,0.0008658625637575329
paired_ethnicity_icu_stay_type_apache_2_bodysystem,0.0008580514849787386
lymphoma,0.0008567369763465966
paired_ethnicity_icu_admit_source_icu_type,0.0008484293050110554
d1_inr_max_na,0.0008375421903461573
paired_hepatic_failure_lymphoma,0.0008255276707392162
paired_hospital_admit_source_icu_admit_source_icu_stay_type,0.0008207957085655471
paired_icu_admit_source_icu_stay_type_apache_2_bodysystem,0.0006801116331055356
paired_ethnicity_hospital_admit_source,0.0006626377833811531
sodium_apache_na,0.0006544398263995721
paired_diabetes_mellitus_hepatic_failure,0.0006524677677191244
paired_gcs_unable_apache_leukemia,0.0006374377080130676
paired_apache_post_operative_gcs_unable_apache,0.0006332693998222662
paired_ethnicity_icu_type_apache_2_bodysystem,0.0006312050986346025
paired_ethnicity_icu_admit_source_icu_stay_type,0.0005602838295595109
paired_gender_hospital_admit_source_icu_stay_type,0.0005227788331289403
h1_sysbp_noninvasive_max_na,0.0005100260034559069
paired_readmission_status_ventilated_apache,0.00048631112534922445
h1_mbp_min_na,0.0004706180769727334
gcs_unable_apache,0.00045934660828863633
paired_ethnicity_icu_stay_type_icu_type,0.0004493107193855973
paired_ethnicity_gender_icu_type,0.0004218273484902644
paired_gender_hospital_admit_source_apache_2_bodysystem,0.00038906719494324974
hepatic_failure,0.0003505090299775986
paired_readmission_status_lymphoma,0.0003248807053356081
gcs_eyes_apache_na,0.00025302962213853155
solid_tumor_with_metastasis,0.0002511968322682247
paired_arf_apache_lymphoma,0.00024904088387433176
paired_ethnicity_icu_admit_source_apache_3j_bodysystem,0.00024697013238871306
h1_heartrate_max_na,0.00019451635117189017
paired_elective_surgery_apache_post_operative,0.00019162756154269446
d1_mbp_noninvasive_max_na,0.00018735356593840694
paired_hospital_admit_source_icu_stay_type_apache_2_bodysystem,0.00017338717766302437
d1_diasbp_min_na,0.00016788037501016108
paired_readmission_status_solid_tumor_with_metastasis,0.00015199970040722448
paired_hepatic_failure_immunosuppression,0.00012983668266059457
paired_readmission_status_arf_apache,0.0001240062159801211
h1_resprate_max_na,0.0001211094654633952
paired_gender_hospital_admit_source_icu_type,0.00010756764235918125
heart_rate_apache_na,7.484639444800034e-05
paired_aids_lymphoma,3.51729638775938e-05
paired_hepatic_failure_solid_tumor_with_metastasis,2.9885951614614744e-05
d1_resprate_max_na,2.8049672478634622e-05
paired_icu_stay_type_icu_type_apache_2_bodysystem,2.4324909794634892e-05
paired_elective_surgery_immunosuppression,1.5937028614986564e-05
paired_ethnicity_icu_type,1.5474552342211995e-05
paired_readmission_status_hepatic_failure,1.2254637279121182e-05
diabetes_mellitus,6.5398437351778155e-06
paired_aids_leukemia,5.655226779206259e-06
paired_hospital_admit_source_icu_type_apache_2_bodysystem,8.084494711167082e-07
paired_readmission_status_cirrhosis,3.373631031717706e-07
paired_ethnicity_hospital_admit_source_icu_admit_source,0.0
paired_hospital_admit_source_apache_3j_bodysystem,0.0
cirrhosis,0.0
paired_readmission_status_aids,0.0
paired_ethnicity_hospital_admit_source_apache_3j_bodysystem,0.0
aids,0.0
apache_post_operative,0.0
hospital_admit_source_is_icu,0.0
ethnicity_is_unknown,0.0
apache_2_bodysystem_is_undefined,0.0
encounter_id_na,0.0
hospital_id_na,0.0
patient_id_na,0.0
paired_ethnicity_hospital_admit_source_icu_type,0.0
paired_ethnicity_icu_stay_type_apache_3j_bodysystem,0.0
paired_ethnicity_hospital_admit_source_apache_2_bodysystem,0.0
paired_elective_surgery_readmission_status,0.0
paired_readmission_status_diabetes_mellitus,0.0
paired_readmission_status_intubated_apache,0.0
paired_readmission_status_leukemia,0.0
paired_readmission_status_apache_post_operative,0.0
paired_elective_surgery_cirrhosis,0.0
paired_apache_post_operative_aids,0.0
paired_icu_type_apache_3j_bodysystem_apache_2_bodysystem,0.0
paired_ethnicity_icu_admit_source_apache_2_bodysystem,0.0
paired_arf_apache_aids,0.0
paired_hospital_admit_source_icu_type_apache_3j_bodysystem,0.0
paired_hospital_admit_source_icu_admit_source_apache_3j_bodysystem,0.0
paired_hospital_admit_source_icu_admit_source_icu_type,0.0
paired_aids_diabetes_mellitus,0.0
paired_ethnicity_icu_type_apache_3j_bodysystem,0.0
icu_id_na,0.0
d1_sodium_max_na,0.0
gcs_motor_apache_na,0.0
d1_bilirubin_max_na,0.0
h1_platelets_min_na,0.0
h1_potassium_max_na,0.0
h1_potassium_min_na,0.0
h1_sodium_max_na,0.0
h1_sodium_min_na,0.0
h1_wbc_max_na,0.0
h1_wbc_min_na,0.0
d1_arterial_pco2_max_na,0.0
d1_hemaglobin_min_na,0.0
d1_hco3_max_na,0.0
d1_pao2fio2ratio_max_na,0.0
d1_pao2fio2ratio_min_na,0.0
h1_arterial_pco2_max_na,0.0
h1_arterial_pco2_min_na,0.0
h1_arterial_ph_max_na,0.0
h1_arterial_ph_min_na,0.0
h1_arterial_po2_max_na,0.0
h1_arterial_po2_min_na,0.0
h1_pao2fio2ratio_max_na,0.0
d1_bun_min_na,0.0
apache_2_diagnosis_na,0.0
h1_platelets_max_na,0.0
h1_lactate_min_na,0.0
h1_lactate_max_na,0.0
h1_creatinine_max_na,0.0
d1_inr_min_na,0.0
h1_albumin_max_na,0.0
h1_albumin_min_na,0.0
h1_bilirubin_max_na,0.0
h1_bilirubin_min_na,0.0
h1_bun_max_na,0.0
h1_bun_min_na,0.0
h1_calcium_max_na,0.0
h1_calcium_min_na,0.0
h1_creatinine_min_na,0.0
h1_inr_min_na,0.0
h1_glucose_max_na,0.0
h1_glucose_min_na,0.0
h1_hco3_max_na,0.0
h1_hco3_min_na,0.0
h1_hemaglobin_max_na,0.0
h1_hemaglobin_min_na,0.0
h1_hematocrit_max_na,0.0
h1_hematocrit_min_na,0.0
h1_inr_max_na,0.0
apache_3j_diagnosis_na,0.0
h1_temp_min_na,0.0
gcs_verbal_apache_na,0.0
h1_sysbp_noninvasive_min_na,0.0
d1_spo2_max_na,0.0
d1_resprate_min_na,0.0
d1_mbp_noninvasive_min_na,0.0
d1_mbp_min_na,0.0
d1_mbp_max_na,0.0
d1_heartrate_min_na,0.0
d1_heartrate_max_na,0.0
d1_diasbp_noninvasive_min_na,0.0
d1_diasbp_noninvasive_max_na,0.0
d1_diasbp_invasive_min_na,0.0
resprate_apache_na,0.0
ph_apache_na,0.0
pao2_apache_na,0.0
paco2_apache_na,0.0
map_apache_na,0.0
hematocrit_apache_na,0.0
d1_platelets_max_na,0.0
fio2_apache_na,0.0
bun_apache_na,0.0
weight_na,0.0
pre_icu_los_days_na,0.0
d1_spo2_min_na,0.0
readmission_status,0.0
d1_sysbp_noninvasive_max_na,0.0
h1_mbp_max_na,0.0
h1_sysbp_min_na,0.0
h1_sysbp_max_na,0.0
h1_sysbp_invasive_min_na,0.0
h1_sysbp_invasive_max_na,0.0
h1_spo2_min_na,0.0
h1_spo2_max_na,0.0
h1_resprate_min_na,0.0
h1_mbp_noninvasive_min_na,0.0
h1_mbp_noninvasive_max_na,0.0
h1_mbp_invasive_min_na,0.0
d1_sysbp_noninvasive_min_na,0.0
h1_mbp_invasive_max_na,0.0
h1_heartrate_min_na,0.0
h1_diasbp_noninvasive_min_na,0.0
h1_diasbp_noninvasive_max_na,0.0
h1_diasbp_min_na,0.0
h1_diasbp_max_na,0.0
h1_diasbp_invasive_min_na,0.0
h1_diasbp_invasive_max_na,0.0
d1_temp_max_na,0.0
elective_surgery,0.0
